critic,fresh,imdb,publication,quote,review_date,rtid,title
Roger Ebert,rotten,114388.0,Chicago Sun-Times,"Sense and Sensibility is an enjoyable film, and yet it left me somehow unsatisfied.",2000-01-01,10042.0,Sense and Sensibility
Rita Kempley,none,114388.0,Washington Post,Demonstrates how little humankind has evolved in matters of the heart.,2000-01-01,10042.0,Sense and Sensibility
Mick LaSalle,fresh,114388.0,San Francisco Chronicle,"An exuberant, well- crafted film that gets the audience involved on a gut level.",2000-01-01,10042.0,Sense and Sensibility
Jonathan Rosenbaum,rotten,113101.0,Chicago Reader,"The results are mainly awful, and even Roth got saddled with a mannered part that he can't comfortably play.",2007-03-13,13075.0,Four Rooms
Emanuel Levy,rotten,113101.0,Variety,"Four of the hottest indie directors--Anders, Rockwell, Tarantino, and Rodrigues--miss a unique opportunity to display their idiosyncratic talents resulting in a tedious anthology in which 2 segments are inept, one barely decent, and one OK (guess whose)",2006-12-28,13075.0,Four Rooms
,rotten,113101.0,Time Out,They should have called this One Room and released it as a Rodriguez short.,2006-01-26,13075.0,Four Rooms
Janet Maslin,rotten,113101.0,New York Times,"The less said about this career-denting fiasco, the better.",2003-05-20,13075.0,Four Rooms
Jack Mathews,rotten,113101.0,Los Angeles Times,Sounds better than it is.,2001-02-13,13075.0,Four Rooms
Mike Clark,rotten,113101.0,USA Today,"Four Rooms has been cut substantially since a disastrous September reception at the Toronto Film Festival, though it's hard to imagine it running any longer.",2000-01-01,13075.0,Four Rooms
Roger Ebert,rotten,113101.0,Chicago Sun-Times,"The four segments are widely different in quality. On the useful scale of the Michelin guides, one is worth a trip, another is worth a detour, and the other two are a colossal waste of bandwidth.",2000-01-01,13075.0,Four Rooms
Hal Hinson,rotten,113101.0,Washington Post,Four Rooms asserts itself as a goof so laboriously and aggressively that you almost feel pinned back in your seat.,2000-01-01,13075.0,Four Rooms
Edward Guthmann,rotten,113101.0,San Francisco Chronicle,"The result is a batch of shrill, self-indulgent sketches that turn so wretched in spots you start to wonder if the filmmakers wanted them to be bad.",2000-01-01,13075.0,Four Rooms
Desson Thomson,rotten,113101.0,Washington Post,The segments are uniformly weak.,2000-01-01,13075.0,Four Rooms
James Berardinelli,rotten,113101.0,ReelViews,Four Rooms has to be one of 1995's major disappointments.,2000-01-01,13075.0,Four Rooms
Susan Wloszczyna,rotten,112281.0,USA Today,"There's so little to watch besides Carrey, in fact, it makes you actually miss (gasp!) Sean Young from Ace 1.",2000-01-01,10604.0,Ace Ventura: When Nature Calls
Brian Lowry,rotten,113845.0,Variety,Bounces along with a lame script and inconsistent pace.,2009-03-26,14560.0,Money Train
Nigel Floyd,rotten,113845.0,Time Out,Hardly worth the four-year wait.,2006-06-24,14560.0,Money Train
Stephen Holden,fresh,113845.0,New York Times,"More viscerally charged than ""Speed"" and hipper than ""Die Hard With a Vengeance,"" the movie is a careening, screeching joyride that showers sparks like fireworks.",2003-05-20,14560.0,Money Train
Kenneth Turan,fresh,113845.0,Los Angeles Times,"""Money Train"" is a by-the-numbers action-buddy picture, and few directors run through those numbers as smoothly as Joseph Ruben.",2001-02-13,14560.0,Money Train
Hal Hinson,rotten,113845.0,Washington Post,"Even if they only charged a token, it would be too much.",2000-01-01,14560.0,Money Train
Mike Clark,rotten,113845.0,USA Today,"It's stupid, but also breezier than the year's other 12-score releases not worth a second look.",2000-01-01,14560.0,Money Train
Ken Tucker,rotten,113845.0,Entertainment Weekly,"A big, noisy headache of a movie...",1995-11-22,14560.0,Money Train
David Ansen,fresh,113161.0,Newsweek,"Hollywood has been in love with mobsters since the beginning of movies. But the other side of the equation has seldom been considered. That is, until now.",2008-05-07,13680.0,Get Shorty
Variety Staff,fresh,113161.0,Variety,A drolly offbeat look at Hollywood mores dedicated to the proposition that the best preparation for becoming a film producer is a stint in the criminal underworld.,2008-05-07,13680.0,Get Shorty
Jonathan Rosenbaum,fresh,113161.0,Chicago Reader,An entertaining comedy-thriller adapted by Scott Frank from the Elmore Leonard best-seller and directed with bounce (if not much nuance) by Barry Sonnenfeld.,2008-05-07,13680.0,Get Shorty
,fresh,113161.0,Time Out,Everything clicks.,2006-06-24,13680.0,Get Shorty
Janet Maslin,fresh,113161.0,New York Times,"It's part of the joke here that Chili is a die-hard cineaste and loves reminiscing about smart, stylish tough-guy films he has enjoyed. Get Shorty belongs on that list.",2003-05-20,13680.0,Get Shorty
Edward Guthmann,fresh,113161.0,San Francisco Chronicle,"It's Travolta -- smooth, commanding, handsome as ever, a cool, rhythmic bop in his walk -- who owns the film.",2002-06-18,13680.0,Get Shorty
Peter Travers,fresh,113161.0,Rolling Stone,The result is one of the best movies of the year and by far the most entertaining.,2001-05-12,13680.0,Get Shorty
Kenneth Turan,fresh,113161.0,Los Angeles Times,In the category of amiable diversions it's awfully tough to improve on.,2001-02-13,13680.0,Get Shorty
Hal Hinson,fresh,113161.0,Washington Post,Irresistibly charming.,2000-01-01,13680.0,Get Shorty
,fresh,113161.0,USA Today,"Minor, but amusingly droll.",2000-01-01,13680.0,Get Shorty
Roger Ebert,fresh,113161.0,Chicago Sun-Times,"One of the pleasures of Get Shorty is watching the way the plot moves effortlessly from crime to the movies - not a long distance, since both industries are based on fear, greed, creativity and intimidation.",2000-01-01,13680.0,Get Shorty
Desson Thomson,fresh,113161.0,Washington Post,"This comic potboiler about gangsters in Hollywood would be a great piece of fun even without Travolta. But as a loan shark from Miami with a charming bedside manner and bigtime movie dreams, he raises the fun quotient into the sublime.",2000-01-01,13680.0,Get Shorty
James Berardinelli,fresh,113161.0,ReelViews,"While it's quite possible for the cinematically unaware to enjoy this film, this is a real treat for movie buffs. The story is as much about the love of motion pictures as it is about gangsters.",2000-01-01,13680.0,Get Shorty
Mike Clark,rotten,112722.0,USA Today,"Copycat, despite two tough-babe leads to kill for, flies in more directions than scattered kitty litter.",2000-01-01,14047.0,Copycat
David Jenkins,rotten,1186367.0,Time Out,A garish and poorly filmed chop-socky frolic that makes about as much sense as an Escher painting viewed through Vaseline-smudged Ray-Bans.,2010-01-22,770780587.0,Ninja Assassin
Kevin Lee,rotten,1186367.0,Time Out New York,Perhaps such phenomenal slaughter is best left to the imagination.,2009-12-02,770780587.0,Ninja Assassin
A.O. Scott,rotten,1186367.0,At the Movies,"The problem is that the fight sequences -- the only reason anyone sees a movie like this in the first place -- are muddy, chaotic and boring. Even diehard fans of this genre would be well advised to skip this one.",2009-11-30,770780587.0,Ninja Assassin
Jeannette Catsoulis,rotten,1186367.0,New York Times,"This saga, set in Berlin, is more committed to its bloodletting than to any of its characters.",2009-11-25,770780587.0,Ninja Assassin
Dan Kois,rotten,1186367.0,Washington Post,A movie that provides plenty of jolts but precious little pleasure.,2009-11-25,770780587.0,Ninja Assassin
Kyle Smith,fresh,1186367.0,New York Post,This movie knows exactly what it is: Gonzo silliness about bodies turned into human salsa.,2009-11-25,770780587.0,Ninja Assassin
Brian Miller,rotten,1186367.0,Village Voice,"Shouldn't throwing stars be silent? If they're gonna sound like gunshots, why not just use guns?",2009-11-25,770780587.0,Ninja Assassin
Mick LaSalle,rotten,1186367.0,San Francisco Chronicle,"It's a gorefest, a borefest and a snorefest.",2009-11-25,770780587.0,Ninja Assassin
Jason Anderson,rotten,1186367.0,Toronto Star,"Thanks to the movie's dire script, flat performances and excessively slick, tricked-out fight scenes, it gets increasingly hard to care about anything that goes on here, even when it happens to be visible without the use of night-vision goggles.",2009-11-25,770780587.0,Ninja Assassin
Stephen Cole,rotten,1186367.0,Globe and Mail,"This one is simply a diverting, uncommonly violent action flick. No need for an extended critical postmortem. Except to say the Wachowski brothers' trademark seems to have turned into a designer brand dedicated to producing inexpensive knockoffs.",2009-11-25,770780587.0,Ninja Assassin
Tom Long,fresh,1186367.0,Detroit News,"Rain is a very talented slaughterer. He could kill you with a pair of tweezers, a hair dryer, two bananas, whatever. Be glad he's a good ninja.",2009-11-25,770780587.0,Ninja Assassin
J. R. Jones,rotten,1186367.0,Chicago Reader,"When a movie's first scene shows one thug getting the top of his head sliced off and another being chopped diagonally in half, you know you're not in for much of a dramatic crescendo.",2009-11-25,770780587.0,Ninja Assassin
Chris Vognar,fresh,1186367.0,Dallas Morning News,"What's a recovering ninja assassin to do? Why, paint the screen bright red, of course. Splatter it on. We're talking streaks and rivers of blood -- bloody swords, bloody clothes and, my personal favorite, bloody stumps.",2009-11-25,770780587.0,Ninja Assassin
Stephanie Zacharek,fresh,1186367.0,Salon.com,"Ninja Assassin lives in the moment, a visceral gouge of a picture, and sections of it move so fast -- and are so intriguingly, dimly lit -- that you have to use your imagination a bit to discern what's happening.",2009-11-24,770780587.0,Ninja Assassin
Kathleen Murphy,rotten,1186367.0,MSN Movies,"Heads may roll, torsos get severed and geysers of blood spurt, but no amount of CGI'd gore can save 'Assassin' from being dramatically lame, visually impaired and kinetically flat-footed.",2009-11-24,770780587.0,Ninja Assassin
Wesley Morris,rotten,1186367.0,Boston Globe,The credits for Ninja Assassin list two screenwriters and one director. But it's fair to say the movie has come straight out of a box.,2009-11-24,770780587.0,Ninja Assassin
Joe Williams,rotten,1186367.0,St. Louis Post-Dispatch,"This amateurish action flick is so lacking in personality or punch, it ought to be titled ""V for Video Store Discount Bin.""",2009-11-24,770780587.0,Ninja Assassin
Chris Nashawaty,fresh,1186367.0,Entertainment Weekly,"Let's be honest, killing is this film's business... and business is good.",2009-11-24,770780587.0,Ninja Assassin
Michael Phillips,rotten,1186367.0,Chicago Tribune,"McTeigue can barely shoot straight, and the editing is so hack-y, you have to take the stunts and fight choreography on faith.",2009-11-24,770780587.0,Ninja Assassin
Mike Clark,rotten,114168.0,USA Today,"Performed to the hilt by Flanery and filmed with conviction by Victor Salva, the movie is finally too solemn to survive its pushy musical strings.",2000-01-01,10466.0,Powder
Owen Gleiberman,fresh,113627.0,Entertainment Weekly,"Dark and giddy at the same time, Leaving Las Vegas takes us into dreamy, intoxicated places no movie about an alcoholic has gone before.",2011-09-07,13165.0,Leaving Las Vegas
Richard Schickel,fresh,113627.0,TIME Magazine,"We're not talking high, morally instructive tragedy here, just a hard lesson in postmodernist outlawry and its sad little anarchies.",2008-09-19,13165.0,Leaving Las Vegas
Leonard Klady,fresh,113627.0,Variety,"The film pulls no punches, takes no prisoners and flies in the face of feel-good pictures.",2008-02-11,13165.0,Leaving Las Vegas
Jonathan Rosenbaum,fresh,113627.0,Chicago Reader,"The plot goes nowhere, but under the pornographic circumstances Figgis, Cage, and Shue all do fine jobs.",2008-02-11,13165.0,Leaving Las Vegas
Geoff Andrew,rotten,113627.0,Time Out,It certainly has the courage of its convictions.,2006-06-24,13165.0,Leaving Las Vegas
Janet Maslin,fresh,113627.0,New York Times,"Small, searing film.",2003-05-20,13165.0,Leaving Las Vegas
Peter Travers,fresh,113627.0,Rolling Stone,A uniquely hypnotic and haunting love story sparked by Nicolas Cage and Elisabeth Shue at their career best.,2001-05-12,13165.0,Leaving Las Vegas
Kenneth Turan,fresh,113627.0,Los Angeles Times,A film laden with virtues but difficult to embrace.,2001-02-13,13165.0,Leaving Las Vegas
James Berardinelli,fresh,113627.0,ReelViews,"Nicolas Cage, who has a track record of immersing himself in parts, gives one of the year's most powerful acting turns.",2000-01-01,13165.0,Leaving Las Vegas
